Content;Likes;Date;Location
They say we're dreamers, but we're not the only ones. The proof is YOU, the Ecosia users. #TreePlanting #AlternativeSearch #Ecosia #NoFilter #Imagine #Optimism #TGIF #Reforestation #GreatGreenWall #Twittter #SocialBusiness #BusinessForGood #Environment #Environmental #trees;219 likes;July 1, 2016;
Our tree-planting program involves the people. Women like her can create mats out of grass to sell in the local markets. This will earn her an extra income for herself and her family: http://search.ecosia.org/SBhxa (Picture by our partners @ Beeldkas/OZG) #treeplanting #empowerement #women #womenempowerement #trees #reforestation #climatechange #microeconomy;129 likes;June 27, 2016;
This is the Ecosia #family. We're putting up pictures of the Ecosia #team with each member's accountabilities. It's still work in progress, even if it now looks like some of us have nothing to do 😉 More about the team behind the search engine: http://search.ecosia.org/Oymyf #trees #treeplanting #alternativesearch;124 likes;June 24, 2016;
Maiga Hassane is the boss of Béléhédé, a village near one of Ecosia's planting sites. When including the communities in our planting program, our partners need to respect the village's hiearchies. Each community has their own rules. Mostly, you speak to the chief first, but then the community eldests also need to approve. More on how our planting partners involve the communities at every step: http://search.ecosia.org/CeDZM #burkinafaso #africa #treeplanting #reforestation #culturaldifferences #sustainability #treeplanting #trees;75 likes;June 21, 2016;
Proud to see Ecosia featured in a school book by @cornelsenverlag. Students are asked to do their research on a search engine, for example, Ecosia 😉 #treeplanting #searchengine #alternativesearch #sustainability #techforgood #twitter;111 likes;June 20, 2016;
"Meet Fatimata (11) from Baliata, Burkina Faso. She was key to translating  from Fula to French when our tree-planting partners recently visited Ecosia's sites. ""What do you need"" she said in unusual good French skills in her village and ""let me take you to the chiefs"". Inspiring and humbling, we're Fatimata Fans 😉 #girlpower #girlsruletheworld #treeplanting #searchengine #burkinafaso #alternativesearch #twitter";125 likes;June 17, 2016;
#hackday round II. The creative team is preparing a little #stopmotion film #itsnoteasybeinggreen #greenthinking #treeplanting;104 likes;June 16, 2016;
The Ecosia team is having a 2 days #hackday to come up with new original ideas on how to help our users  help the environment even more. #treeplanting #trees #reforestation;144 likes;June 15, 2016;Berlin Neukoelln
On a recent trip to Ecosia’s planting site in Arreel, our tree-planting partners had a look at the trees you helped us plant. As you see, in some regions the trees are already growing to around 10-12 cm. They’re still quite small, but under the earth, the roots are getting bigger and bigger. This contrast will continue as the roots dig for water and minerals before exposing the tree to the heat of the sun. More details about this process copying this link: http://search.ecosia.org/XRaP2 #treeplanting #burkinafaso #greatgreenwall #reforestation #sustainability;154 likes;June 9, 2016;
Ecosia met Bea Johnson (right) from @zerowastehome & learned more about how to go #ZeroWaste even as an office. Inspiring & incredibly friendly woman. Thank you, merci, danke!;111 likes;June 8, 2016;Original Unverpackt
Happy #WorldEnvironmentDay. We think we should celebrate the environment every day. Like if you agree :-) 🌍🌳 #TreePlanting #Trees #AlternativeSearch #SustainableSearch;141 likes;June 5, 2016;
Christian (left, founder) told us all about it in a short video. Copy this link: bit.ly/EcosiaFounding . How did he come up with the idea? Why trees? Why not work with Google? And many other questions, answered ☺️ #AlternativeSearch #TechForGood #Treeplanting #Trees #Reforestation #Interview #CEO #FoundingStory;113 likes;June 1, 2016;
"""Always look on the bright side of life"". As urbanisation is unavoidable to a certain extent, we better focus on solutions to give trees their space back. Don't you think so?🌳❤️🏬 #urbannature #treestragram  #nature";168 likes;May 31, 2016;
This is how big the trees you're planting are after a few months. They look tiny from the outside but under the earth, the roots are getting bigger and bigger. And they will keep growing faster than the outside for a while, digging for water and minerals before exposing themselves too much to the heat of the sun.;155 likes;May 30, 2016;
Sure, using a tree-planting search engine like Ecosia is better for the environment. But searching still pollutes and, also, life is more than those screens of ours. Thanks for all the trees you planted today and now - go outside! :-) 🌳🍄🌻 #TGIF #AlternativeSearch #GoogleAlternative #TreePlanting #TechForGood;131 likes;May 27, 2016;
You can now see the TOTAL NUMBER OF TREES Ecosia has reached directly on the home page. Go to www.ecosia.org or clic the logo any time you're searching to keep track :) #TreePlanting #AlternativeSearch #SearchEngine #Trees;168 likes;May 26, 2016;
Ecosia users be like... #TreePlanting #GoogleAlternative #SearchEngine #SocialBusiness;173 likes;May 25, 2016;
Tree-planting is not just about trees. It’s about the social impact: people like Omar, a tractor driver, can earn an extra income from driving the tractors that prepare the hard, drought-ridden soil for future seed planting. #Empowerement #TreePlanting #Reforestation #SocialBusiness;99 likes;May 23, 2016;
This one’s for you. The heart, soul and mind of Ecosia: our users. The ones that make all of this possible. Thanks for helping us reforest the planet, thanks for being there every single day. Cheers 🍸;140 likes;May 20, 2016;
This is Awa from Aribinda, close to one of Ecosia’s tree-planting sites. She smiles because of you: the tree-planting program is allowing her to earn an income through seed collection and planting. #TreePlanting #TechForGood #Empowerment #BurkinaFaso #SustainableFinancing;120 likes;May 19, 2016;
Fatoumata (left), community eldest at Bossey village in #BurkinaFaso, and Anna (right), project coordinator for Ecosia, just taking a #selfie after visiting the planting sites. #green #trees #treeplanting #sustainability #treeplanting #co2 #climatechange #savethetrees #deforestation #reforestation #alternativesearch #googlealternative;132 likes;May 15, 2016;
#green #trees #treeplanting #sustainability #treeplanting #co2 #climatechange #savethetrees #deforestation #reforestation #alternativesearch #googlealternative;161 likes;May 13, 2016;
The ultimate argument. Like if you agree #green #trees #treeplanting #sustainability #treeplanting #co2 #climatechange #savethetrees #deforestation #reforestation #alternativesearch #googlealternative;156 likes;May 12, 2016;
Don’t you agree? #green #trees #treeplanting #sustainability #treeplanting #co2 #climatechange #savethetrees #deforestation #reforestation #alternativesearch #googlealternative;97 likes;May 11, 2016;
Like if you agree#green #trees #treeplanting #sustainability #treeplanting #co2 #climatechange #savethetrees #deforestation #reforestation #alternativesearch #googlealternative;124 likes;May 10, 2016;
Two-thirds of Earth’s species live beneath the soil’s surface. Reforestation protects soil from degradation and water loss: like an umbrella, soil cover and reforestation protects the soil and the microbes within from the impact of sun heat, rain and wind. #green #trees #treeplanting #sustainability #treeplanting #co2 #climatechange #savethetrees #deforestation #reforestation #alternativesearch #googlealternative;131 likes;May 9, 2016;
